Title,Avg,Total,Total_males,Total_Females,All_below_18,All_18_29,All_30_44,All_over_45,Males_below_18,Males_18_29,Males_30_44,Males_over_45,Females_below_18,Females_18_29,Females_30_44,Females_over_45,Title_ID,All_rank_below_18,All_rank_18_29,All_rank_30_44,All_rank_over_45,Males_rank_below_18,Males_rank_18_29,Males_rank_30_44,Males_rank_over_45,Females_rank_below_18,Females_rank_18_29,Females_rank_30_44,Females_rank_over_45
Wizards: Tales of Arcadia,8.1,"3,411","1,495",410,12,455,970,296,9,346,755,222,2,91,193,67,tt7736558,8.5,8.2,7.9,7.8,8.5,8.3,7.9,7.7,9.0,8.1,8.2,8.2
Word Party Songs,3.6,18,10,1,0,0,9,0,0,0,8,0,0,0,1,0,tt12748268,-,-,2.5,-,-,-,2.5,-,-,-,5.0,-
Work It,6.1,"12,612","2,996","3,764",47,"2,469","3,080",712,12,816,"1,419",451,27,"1,467","1,578",232,tt10276470,5.5,6.3,6.0,6.0,6.7,5.9,5.8,5.9,5.0,6.5,6.2,6.3
Ever After High,7.9,"1,059",136,288,9,157,172,55,0,42,57,26,6,107,109,27,tt3312378,8.6,7.8,7.6,5.3,-,6.4,6.2,3.9,8.5,8.2,8.3,7.4
Nasha Natasha,6.4,298,149,71,0,28,147,30,0,18,92,27,0,10,50,3,tt5818722,-,6.5,6.3,5.8,-,6.6,6.0,5.9,-,6.0,7.0,7.3
The Rain,6.3,"35,263","15,613","6,531",46,"5,111","10,352","4,659",28,"3,068","7,021","3,474",12,"1,644","3,002","1,055",tt6656238,6.6,6.5,6.2,6.2,6.7,6.3,6.0,6.1,6.5,7.1,6.6,6.6
Anelka: Misunderstood,6.4,"3,084","2,108",47,2,541,"1,324",181,1,498,"1,273",169,1,13,19,7,tt12724622,5.5,6.5,6.4,6.3,8.0,6.5,6.4,6.3,3.0,6.4,6.2,6.7
Sin City,8.0,"757,295","524,282","84,727",75,"76,694","423,673","88,637",58,"64,106","360,183","76,987",12,"11,418","59,180","10,390",tt0401792,7.9,8.0,8.1,7.8,8.2,8.0,8.2,7.8,6.5,7.8,7.8,7.4
World's Most Wanted,7.1,"2,425","1,318",265,0,341,929,241,0,243,759,196,0,75,137,37,tt12753698,-,7.2,7.1,7.0,-,7.3,7.1,7.0,-,6.9,7.1,6.7
A Go! Go! Cory Carson Summer Camp,5.4,36,16,4,0,4,12,4,0,2,9,4,0,1,3,0,tt12748256,-,6.2,5.8,4.3,-,6.0,5.7,4.3,-,6.0,5.0,-
Malibu Rescue: The Next Wave,4.8,803,359,90,3,106,216,93,0,69,176,80,2,29,37,10,tt11032990,8.3,5.2,4.2,4.7,-,5.1,4.1,4.6,9.5,5.6,5.1,4.9
Mystery Lab,7.5,752,347,59,3,119,209,44,3,100,162,35,0,12,34,6,tt12723962,8.7,7.6,7.5,5.9,8.7,7.8,7.5,6.5,-,5.8,7.5,3.4
Sam Jay: 3 In The Morning,6.4,496,220,119,0,51,184,76,0,32,115,54,0,16,65,21,tt12689876,-,6.7,6.3,5.6,-,6.5,6.1,5.3,-,7.1,6.6,6.7
Immigration Nation,7.4,"1,088",567,169,0,113,397,187,0,77,309,135,0,31,81,45,tt12754910,-,7.9,7.6,6.9,-,7.7,7.3,7.0,-,8.7,8.3,6.4
Almost Love,5.7,"1,073",541,192,1,109,324,259,1,63,220,218,0,42,96,32,tt8739582,6.0,6.1,5.5,5.6,6.0,6.5,5.5,5.7,-,5.7,5.4,4.9
Killing Hasselhoff,4.4,"2,634","1,850",191,1,176,"1,125",629,1,152,"1,022",543,0,15,91,71,tt2967226,4.0,4.6,4.4,4.5,4.0,4.6,4.4,4.5,-,5.4,4.2,4.6
Moesha,5.9,"3,677","1,445","1,301",2,282,"1,858",446,1,112,967,276,1,166,859,166,tt0115275,8.0,7.4,5.7,5.0,10.0,7.1,5.3,4.4,6.0,7.7,6.3,6.1
My Perfect Landing,6.5,159,34,30,3,6,29,22,0,3,16,13,2,3,13,8,tt10268080,7.7,5.5,5.9,6.9,-,8.5,5.6,7.7,9.0,4.0,6.5,5.0
Nagi-Asu: A Lull in the Sea,7.4,"1,113",451,188,4,268,268,51,4,171,193,39,0,86,72,11,tt3104236,6.8,7.6,7.0,6.6,6.8,7.7,6.9,6.7,-,7.5,7.5,5.5
Rogue Warfare: The Hunt,3.1,568,340,28,0,27,131,181,0,27,116,168,0,0,11,10,tt7983712,-,3.2,3.0,3.1,-,3.2,2.8,3.0,-,-,4.9,3.7
Super Monsters: The New Class,5.9,40,23,6,0,5,18,3,0,4,14,3,0,1,4,0,tt12730290,-,5.6,5.2,4.0,-,7.0,4.8,4.0,-,3.0,6.8,-
The Next Step,6.4,"1,899",404,486,14,377,272,144,3,135,127,93,6,225,136,47,tt2374744,7.8,6.7,4.9,5.0,7.0,5.1,3.7,5.2,9.1,7.8,6.4,4.5
The Ottoman Lieutenant,6.5,"25,469","14,367","4,414",2,"3,467","8,984","3,245",1,"2,636","6,837","2,351",1,789,"2,010",828,tt4943322,7.0,7.1,6.4,5.9,8.0,7.3,6.4,5.9,6.0,6.6,6.4,6.1
Toradora!,8.1,"13,956","5,244","1,866",41,"3,304","2,698",365,27,"2,308","1,958",284,9,862,681,78,tt1279024,8.2,8.2,7.9,8.2,8.1,8.2,8.0,8.3,8.0,8.1,7.8,7.6
Transformers Rescue Bots Academy,6.1,101,54,6,1,13,31,15,1,10,28,14,0,3,3,0,tt9557812,9.0,6.5,4.8,4.9,9.0,5.8,4.8,4.9,-,8.3,5.0,-
Tumi or not Tumi,7.2,8,2,0,0,0,1,0,0,0,1,0,0,0,0,0,tt8458710,-,-,9.0,-,-,-,9.0,-,-,-,-,-
What Keeps You Alive,5.7,"8,402","4,512","1,542",0,695,"3,243","1,788",0,444,"2,356","1,389",0,214,813,372,tt7073710,-,5.8,5.7,5.6,-,5.8,5.7,5.5,-,5.9,5.7,5.7
Get Even,6.4,"2,420",420,701,21,397,442,173,6,102,165,104,13,267,262,65,tt9724628,8.1,6.6,5.9,5.5,7.4,6.3,5.3,5.2,8.6,6.6,6.4,6.2
Latte and the Magic Waterstone,5.6,917,486,142,0,70,350,151,0,46,271,123,0,19,72,26,tt9038290,-,5.6,5.5,5.7,-,5.5,5.5,5.5,-,6.1,5.6,6.4
Raat Akeli Hai,7.3,"17,638","8,870",650,13,"2,949","4,789",487,10,"2,664","4,393",433,2,154,319,45,tt12567088,7.7,7.4,7.1,6.7,8.0,7.4,7.1,6.7,2.5,7.1,7.0,6.9
Seriously Single,4.5,"1,249",347,460,1,183,425,135,0,48,179,81,0,128,233,46,tt11010144,4.0,4.7,4.3,4.3,-,4.6,4.0,3.9,-,4.8,4.7,6.0
Sugar High,7.2,179,41,74,0,30,62,18,0,5,24,8,0,24,37,10,tt12806000,-,7.5,7.0,7.3,-,6.9,6.6,6.8,-,7.7,7.3,7.4
Sugar Rush,7.7,"407,452","235,222","62,433",397,"75,951","169,118","31,775",294,"54,486","134,441","26,394",70,"19,222","32,063","4,758",tt1772341,7.6,7.9,7.7,7.5,7.7,7.9,7.7,7.5,7.5,7.9,7.8,7.6
The Umbrella Academy,8.0,"197,185","79,042","31,705",272,"27,857","53,490","18,907",148,"17,132","37,146","13,709",92,"8,405","14,366","4,491",tt1312171,8.3,8.1,7.9,8.0,8.1,8.0,7.8,7.9,8.5,8.3,8.2,8.3
Retablo,7.5,"1,705",936,254,4,236,531,360,2,158,391,301,1,67,117,49,tt7761590,4.5,7.7,7.5,7.4,3.0,7.7,7.5,7.4,3.0,7.8,7.5,7.2
Transformers: War For Cybertron Trilogy,7.3,"3,517","2,129",54,8,351,"1,268",337,7,330,"1,225",320,1,16,23,11,tt9789660,5.6,7.4,7.2,7.4,6.8,7.4,7.2,7.3,4.0,7.1,6.5,7.9
Uma Maheswara Ugra Roopasya,7.8,"1,617",751,24,4,291,333,35,3,271,325,29,0,8,6,4,tt11506054,8.2,7.9,7.2,7.4,8.0,7.9,7.2,7.2,-,6.9,7.6,8.0
Unlucky Ploy,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt16027840,0,0,0,0,0,0,0,0,0,0,0,0
It's Her Day,6.2,8,2,4,0,0,3,2,0,0,2,0,0,0,1,2,tt12916126,-,-,7.3,6.0,-,-,7.5,-,-,-,7.0,6.0
Redemption,6.2,"70,910","52,303","5,428",10,"9,375","33,768","11,801",8,"8,262","30,408","10,515",1,953,"2,939","1,105",tt1893256,6.1,6.4,6.1,6.2,6.1,6.4,6.1,6.2,7.0,6.4,6.1,6.4
Shine Your Eyes,6.4,311,196,28,0,27,125,68,0,20,105,58,0,5,15,6,tt8477336,-,6.9,6.7,5.6,-,7.0,6.6,5.5,-,7.0,6.8,5.9
The Hater,7.1,"14,586","8,122","1,663",21,"1,934","5,456","1,837",14,"1,370","4,473","1,561",4,418,833,231,tt9506474,7.8,7.2,7.1,7.0,7.7,7.3,7.1,7.0,6.2,7.0,7.2,7.1
The Speed Cubers,7.4,"3,324","2,001",358,2,418,"1,339",505,2,330,"1,116",426,0,70,195,61,tt12038300,10.0,7.4,7.3,7.5,10.0,7.4,7.3,7.4,-,7.7,7.5,7.7
Tread,7.1,"2,837","1,773",247,1,174,"1,050",671,1,150,917,557,0,17,119,94,tt5807330,7.0,7.0,7.1,7.2,7.0,7.0,7.1,7.2,-,6.6,7.0,7.3
Last Chance U,8.4,"6,771","4,171",343,0,"1,125","2,399",609,0,"1,009","2,183",538,0,75,172,61,tt5863126,-,8.5,8.4,8.2,-,8.5,8.4,8.2,-,8.5,8.2,8.1
Banana Split,6.2,"3,176","1,435",731,3,515,"1,103",454,2,235,727,383,1,260,351,60,tt7755856,7.3,6.3,6.2,6.0,8.0,6.2,6.1,6.0,6.0,6.5,6.5,6.5
Shameless (U.S.),8.6,"227,048","102,523","47,819",85,"36,581","80,310","21,469",39,"22,501","54,823","14,490",30,"12,635","23,651","6,356",tt1586680,8.1,8.8,8.6,8.3,8.9,8.7,8.6,8.3,6.7,8.9,8.8,8.6
Door Ke Darshan,6.2,"5,776","2,013",711,1,286,"2,097",226,1,177,"1,576",143,0,104,512,81,tt11231440,9.0,6.3,6.1,5.3,9.0,6.2,6.0,5.3,-,8.2,6.2,6.0
Double World,6.2,"3,991","2,392",356,1,359,"1,494",700,1,271,"1,286",610,0,70,179,73,tt10508838,2.0,5.9,6.0,6.3,2.0,6.0,6.0,6.3,-,5.6,6.3,6.9
Project Marathwada,6.6,88,61,3,0,10,36,10,0,9,35,7,0,0,0,3,tt5714802,-,5.9,5.7,5.5,-,5.9,5.7,5.8,-,-,-,4.7
Animal Crackers,5.8,"3,270","1,699",599,10,325,"1,304",498,7,208,945,400,2,93,339,87,tt4155534,5.7,5.7,5.7,5.7,5.9,5.6,5.6,5.7,7.5,6.0,6.0,6.1
Dragons: Rescue Riders: Secrets of the Songwing,5.2,170,95,25,0,15,77,21,0,10,63,16,0,5,13,4,tt12599350,-,6.1,4.8,5.2,-,5.9,4.7,4.7,-,6.9,5.4,5.8
Nimbe,5.8,57,36,3,0,1,25,11,0,0,23,10,0,0,1,1,tt8718112,-,6.0,4.1,4.9,-,-,3.8,4.7,-,-,8.0,8.0
Offering to the Storm,6.2,"6,182","3,312","1,011",6,441,"2,272","1,350",4,257,"1,692","1,095",1,166,515,227,tt7304824,6.3,6.2,6.1,6.3,5.5,6.1,6.1,6.3,10.0,6.1,6.1,6.5
Romance Doll,6.4,695,280,105,0,67,193,99,0,43,138,78,0,21,51,16,tt10914712,-,6.1,6.4,6.4,-,6.3,6.5,6.3,-,5.4,6.1,6.5
Sing On! Spain,6.1,127,54,21,0,19,45,11,0,10,34,9,0,7,10,2,tt11698668,-,6.3,5.8,6.2,-,6.1,5.8,6.1,-,6.4,5.6,7.0
The Kissing Booth 2,5.8,"29,584","6,857","8,163",103,"6,160","6,433","1,369",35,"2,331","2,893",802,50,"3,306","3,322",512,tt9784456,4.2,5.7,5.8,5.9,4.3,5.3,5.4,5.6,4.3,6.1,6.1,6.6
Sinatra: All or Nothing at All,8.0,"2,329","1,468",358,0,236,830,686,0,175,671,538,0,53,144,138,tt3838978,-,8.2,7.9,8.0,-,8.2,8.0,7.9,-,8.2,7.9,8.5
The Larva Island Movie,5.1,620,348,62,0,53,266,65,0,44,218,56,0,7,40,5,tt12588448,-,5.1,5.2,4.9,-,4.9,5.2,4.8,-,6.0,5.1,5.8
The Letter Reader,6.7,114,51,32,0,11,43,24,0,5,27,15,0,6,15,9,tt11273976,-,6.3,6.8,7.0,-,5.9,6.8,6.6,-,6.7,6.6,8.0
Fear City: New York vs The Mafia,7.1,"7,120","4,420",469,4,826,"2,769",974,1,696,"2,497",848,3,95,224,94,tt12588372,7.0,7.2,7.0,7.1,10.0,7.2,7.0,7.1,6.0,7.3,6.9,7.0
Norsemen,7.8,"17,615","10,233","2,108",3,"1,723","6,092","3,517",1,"1,348","4,928","2,919",2,319,"1,038",527,tt5905354,6.3,7.6,7.8,7.8,7.0,7.6,7.7,7.8,6.0,7.7,8.0,7.8
The Remix: Hip Hop X Fashion,7.2,90,46,20,0,7,32,20,0,4,23,14,0,3,9,5,tt10011480,-,6.6,7.0,6.5,-,4.3,6.9,5.9,-,8.0,7.3,8.1
Ip Man 4: The Finale,7.0,"30,517","19,827","1,160",28,"4,194","11,948","3,176",21,"3,780","11,183","2,927",6,254,549,171,tt2076298,7.4,7.2,6.9,6.9,7.7,7.1,6.9,6.9,7.0,7.1,7.2,7.3
Jack Whitehall: I'm Only Joking,6.6,"1,405",620,311,3,247,483,142,2,127,331,110,1,101,144,31,tt12588432,7.3,6.7,6.5,6.4,7.0,6.8,6.2,6.3,8.0,6.6,7.0,6.7
Street Food: Latin America,7.8,"1,246",618,239,1,180,463,150,1,108,332,118,0,62,120,31,tt12742136,6.0,7.8,7.8,7.7,6.0,7.7,7.7,7.7,-,7.8,8.2,8.0
Killer Women with Piers Morgan,6.6,730,263,243,0,87,262,135,0,27,143,71,0,55,112,58,tt6172806,-,6.4,6.7,6.3,-,6.4,6.7,6.4,-,6.3,6.7,6.4
Funan,6.9,913,584,109,1,128,344,191,0,93,289,168,1,31,52,20,tt6342440,7.0,7.1,6.8,6.7,-,7.0,6.7,6.7,7.0,7.7,7.1,6.2
Gigantosaurus,6.9,157,72,29,1,17,61,14,1,12,42,13,0,5,19,1,tt9636800,7.0,5.5,6.7,6.7,7.0,5.0,7.0,7.5,-,8.8,5.7,2.0
Single Wives,5.5,7,1,2,0,1,2,0,0,1,0,0,0,0,2,0,tt7713708,-,8.0,6.0,-,-,8.0,-,-,-,-,6.0,-
Cursed,5.9,"29,026","11,503","5,081",30,"3,521","7,651","3,672",19,"2,140","5,023","2,681",8,"1,130","2,371",904,tt8210856,4.7,6.1,5.7,5.9,5.3,6.0,5.4,5.7,4.2,6.4,6.3,6.7
Father Soldier Son,7.3,918,542,118,2,87,326,206,1,60,264,168,1,22,53,33,tt12187586,5.0,7.3,7.2,7.3,3.0,7.0,7.2,7.3,7.0,8.0,7.3,7.6
In The Dark,7.7,"10,882","2,610","3,774",4,647,"2,582","2,509",2,205,923,"1,154",1,395,"1,579","1,272",tt7772602,8.5,7.9,7.5,7.5,9.5,7.4,6.9,7.2,5.0,8.2,8.0,7.9
Kissing Game,6.2,770,344,120,1,119,224,90,1,73,163,73,0,35,59,14,tt11131962,6.0,6.7,6.2,5.1,6.0,6.8,6.2,5.0,-,6.3,6.2,5.2
The Millions,5.5,38,21,5,0,2,11,11,0,2,11,7,0,0,0,4,tt10912990,-,5.5,6.4,4.0,-,5.5,6.4,4.5,-,-,-,5.8
Fatal Affair,4.5,"5,762","2,355","1,364",6,603,"1,915",961,3,303,"1,178",642,0,260,664,297,tt11057594,2.6,4.5,4.4,4.7,2.0,4.4,4.3,4.7,-,4.6,4.6,4.8
MILF,4.8,"5,935","3,168",751,11,847,"2,008",819,8,608,"1,546",707,2,184,409,84,tt7205316,4.1,4.7,4.8,4.9,3.2,4.7,4.7,4.9,5.0,5.0,5.1,5.1
Cold Feet,8.2,"4,351","1,936","1,328",0,132,"1,546","1,407",0,76,864,869,0,53,664,517,tt0168596,-,8.1,8.1,8.3,-,8.1,7.9,8.2,-,8.2,8.3,8.4
Dark Desire,6.6,"6,613","2,029","1,599",8,944,"1,778",641,3,380,951,428,4,481,742,180,tt12540080,4.0,6.8,6.4,6.1,6.0,6.6,6.2,5.9,5.2,7.0,6.7,6.6
Little Singham: Legend of Dugabakka,3.6,85,10,4,0,5,5,1,0,4,4,1,0,1,1,0,tt11151836,-,2.7,4.1,10.0,-,1.8,5.0,10.0,-,9.0,10.0,-
Skin Decision: Before and After,5.8,401,86,168,0,65,127,39,0,16,42,18,0,49,80,20,tt12588326,-,5.3,5.8,6.2,-,4.6,4.9,5.9,-,5.6,6.3,6.6
Sunny Bunnies,6.7,94,36,22,0,6,40,7,0,6,24,3,0,0,16,3,tt7264084,-,3.7,6.2,5.4,-,3.7,5.6,4.0,-,-,7.2,8.7
Sylvia,6.3,"10,796","4,277","4,305",2,783,"4,931","2,752",2,242,"2,178","1,744",0,525,"2,691",964,tt0325055,9.0,6.5,6.3,6.2,9.0,6.3,6.0,6.2,-,6.6,6.6,6.5
The Players,4.7,"1,551",871,241,4,163,578,324,4,99,424,283,0,56,129,34,tt10168672,1.0,4.7,4.6,4.8,1.0,4.7,4.7,4.9,-,4.7,4.6,4.4
The Business of Drugs,7.2,"1,631",926,170,1,241,646,172,1,179,534,144,0,48,89,22,tt12588416,8.0,7.3,7.1,7.1,8.0,7.4,7.1,7.1,-,6.6,7.3,7.5
Urzila Carlson: Overqualified Loser,6.2,369,159,107,0,37,154,58,0,16,92,39,0,19,60,17,tt12572032,-,6.1,6.2,6.3,-,5.7,5.8,6.4,-,6.5,6.9,6.7
We Are One,4.5,90,53,3,0,10,30,17,0,7,29,14,0,1,0,2,tt12588398,-,4.8,4.1,3.4,-,4.4,3.9,3.1,-,10.0,-,5.5
Hole in the Wall,3.1,411,270,56,0,69,187,61,0,57,150,53,0,12,36,7,tt1277979,-,3.5,2.8,3.0,-,3.3,3.1,2.9,-,5.1,1.9,2.1
Dating Around: Brazil,5.4,131,52,32,0,24,46,15,0,15,22,13,0,7,20,2,tt12502140,-,5.9,4.8,5.4,-,6.3,4.8,5.2,-,5.3,4.6,6.0
Down to Earth with Zac Efron,8.0,"6,358","2,532","1,526",3,985,"2,190",541,0,560,"1,362",316,2,358,759,212,tt12585152,5.0,8.1,7.9,7.9,-,8.1,7.7,7.7,2.5,8.2,8.3,8.3
Mama's Boy,5.2,"5,711","4,017",974,0,378,"3,391","1,142",0,270,"2,716",947,0,103,658,186,tt0415141,-,5.2,5.2,5.1,-,5.3,5.2,5.1,-,5.3,5.2,5.2
The Claudia Kishi Club,6.9,129,53,48,0,22,62,14,0,12,34,7,0,10,27,7,tt12411586,-,7.0,6.8,6.9,-,6.6,6.3,6.1,-,7.3,7.2,8.1
The Epic Tales of Captain Underpants in Space,6.7,868,340,100,5,104,197,86,5,81,149,65,0,19,46,21,tt7741830,7.6,6.5,6.6,6.5,7.6,6.4,6.5,6.6,-,7.5,7.0,5.9
The Old Guard,6.6,"154,536","84,846","17,562",85,"17,023","56,052","21,255",56,"12,873","45,667","17,565",16,"3,332","9,015","3,162",tt7556122,6.5,6.7,6.5,6.7,6.6,6.6,6.5,6.6,5.2,7.3,7.0,7.3
The Twelve,7.5,"4,971","2,254","1,197",4,422,"1,629","1,211",3,223,"1,011",837,1,183,571,338,tt7605396,7.2,7.7,7.5,7.3,7.0,7.8,7.5,7.3,8.0,7.7,7.5,7.4
Your Excellency,7.1,587,408,54,0,31,274,146,0,23,240,128,0,7,30,14,tt0061038,-,7.5,7.2,6.6,-,7.5,7.2,6.5,-,7.8,7.8,7.4
Japan Sinks: 2020,6.4,"2,869","1,358",349,6,492,855,202,2,365,659,173,2,107,169,23,tt12031040,7.1,6.4,6.4,6.5,8.0,6.4,6.4,6.4,7.0,6.3,6.5,7.1
The Protector,6.8,"34,134","15,790","4,159",53,"6,752","8,439","2,107",35,"5,018","6,276","1,520",7,"1,217","1,756",487,tt7668518,5.8,7.0,6.6,6.4,6.0,6.8,6.4,6.2,3.8,7.4,6.9,6.8
Was It Love?,7.2,835,128,262,2,89,191,82,1,23,54,33,1,59,129,45,tt12525622,10.0,6.7,6.9,7.1,10.0,6.2,6.6,7.3,10.0,6.8,7.1,6.9
Born Racer,6.1,251,176,14,0,10,89,81,0,10,81,75,0,0,7,4,tt6936350,-,5.7,6.1,6.3,-,5.7,6.0,6.3,-,-,7.0,6.5
Mucho Mucho Amor: The Legend of Walter Mercado,7.3,"3,224","1,609",727,1,249,"1,311",654,1,157,892,429,0,86,378,205,tt11378264,4.0,7.2,7.2,7.4,4.0,7.1,7.1,7.2,-,7.6,7.4,7.8
Stateless,7.5,"9,011","3,646","2,386",6,667,"2,865","2,104",3,305,"1,640","1,359",1,324,"1,145",677,tt4878488,5.5,7.7,7.4,7.5,6.7,7.6,7.3,7.3,4.0,7.9,7.7,7.8
The Long Dumb Road,6.1,"3,129","2,041",268,1,288,"1,383",530,1,243,"1,210",450,0,37,144,71,tt4712076,6.0,6.2,6.1,5.8,6.0,6.2,6.1,5.8,-,6.4,5.9,5.7
Dr. Seuss' The Lorax,6.4,"108,530","57,405","24,152",157,"20,773","45,467","10,964",106,"12,662","32,427","8,614",39,"7,579","12,466","2,147",tt1482459,6.1,6.6,6.3,6.2,6.0,6.3,6.2,6.1,6.5,7.1,6.8,6.7
Jim Jefferies: Intolerant,7.2,"2,706","1,782",211,0,339,"1,191",355,0,289,"1,048",312,0,38,125,35,tt12588160,-,7.1,7.1,7.2,-,7.1,7.2,7.2,-,7.2,6.9,7.0
A Kid from Coney Island,7.0,527,354,17,0,66,216,68,0,61,204,64,0,4,9,2,tt9567112,-,6.9,7.0,7.0,-,6.9,7.1,6.9,-,6.3,5.5,9.0
PNL - Dans la légende tour,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOT FOUND,0,0,0,0,0,0,0,0,0,0,0,0
Aiyyaa,4.4,"1,860","1,031",373,0,261,958,120,0,175,736,80,0,80,218,38,tt2255934,-,4.3,4.2,5.1,-,3.9,4.0,4.9,-,5.5,5.6,5.9
Bbuddah Hoga Terra Baap,5.6,"2,881","2,236",151,0,575,"1,576",167,0,551,"1,483",130,0,19,87,36,tt1869296,-,5.6,5.5,5.9,-,5.6,5.5,5.9,-,6.4,5.9,6.3
Blood Money,4.5,"2,272","1,520",211,0,105,793,739,0,90,694,636,0,14,91,86,tt3758852,-,4.5,4.4,4.6,-,4.6,4.4,4.6,-,4.3,4.4,4.3
Bombay Talkies,6.6,"5,331","3,663",495,1,"1,069","2,650",266,1,957,"2,332",201,0,104,295,62,tt2797242,6.0,6.8,6.6,6.3,6.0,6.8,6.6,6.2,-,6.8,6.6,6.7
Boss,7.0,"72,822","50,149","5,513",6,"8,329","32,563","11,236",4,"7,341","29,104","9,876",2,840,"3,039","1,142",tt1355631,6.1,7.1,7.0,7.0,7.0,7.1,7.0,7.0,5.0,7.1,6.9,7.1
Budhia Singh: Born to Run,7.6,"1,476",925,74,2,206,594,72,2,189,553,60,0,12,34,12,tt5805252,7.5,7.8,7.5,7.3,7.5,7.8,7.5,7.3,-,6.9,7.5,7.8
Chashme Baddoor,5.4,"5,104","3,804",265,1,"1,385","2,352",148,1,"1,317","2,189",118,0,64,152,29,tt2229848,6.0,5.7,5.2,4.4,6.0,5.7,5.2,4.0,-,5.5,5.3,6.3
Dharam Sankat Mein,6.3,"2,234","1,549",105,2,462,978,101,2,439,916,83,0,19,55,17,tt4354740,6.5,6.5,6.1,6.3,6.5,6.5,6.1,6.1,-,7.9,7.0,7.3
Drishyam,8.2,"78,774","45,478","3,774",66,"16,295","24,451","3,106",50,"15,056","22,510","2,530",14,"1,005","1,737",534,tt4430212,7.3,8.5,8.0,6.9,8.0,8.6,8.0,6.9,4.2,8.3,7.7,7.1
Gabbar Is Back,7.2,"24,592","13,592",683,15,"5,782","6,628",441,14,"5,501","6,284",377,0,223,309,59,tt2424988,6.4,7.5,6.8,6.2,6.2,7.5,6.8,6.1,-,7.7,7.0,6.8
Gollu Aur Pappu,3.8,116,72,10,0,14,56,8,0,13,54,3,0,1,2,5,tt4219300,-,3.9,3.6,3.5,-,3.9,3.6,1.7,-,4.0,3.0,4.0
Hook,6.8,"248,459","145,260","44,156",58,"22,194","128,035","32,118",44,"15,056","97,057","25,830",11,"6,556","29,246","5,796",tt0102057,6.9,6.7,6.9,6.1,6.7,6.6,6.8,6.1,7.1,7.0,7.3,6.7
Inkaar,7.0,213,151,19,0,12,98,48,0,10,87,41,0,2,10,6,tt0366616,-,6.8,7.0,7.2,-,6.5,6.9,7.2,-,10.0,7.4,6.8
Madras Café,7.7,"24,262","16,953",755,6,"5,430","10,079",770,6,"5,246","9,618",657,0,154,414,109,tt2855648,7.1,8.0,7.5,6.5,7.1,8.0,7.6,6.4,-,7.0,6.9,6.8
Mary Kom,6.9,"10,620","6,524","1,099",2,"2,472","4,221",378,2,"2,074","3,683",289,0,379,513,84,tt3001638,8.0,7.1,6.6,6.7,8.0,7.0,6.6,6.6,-,7.8,7.1,7.2
Michael,5.7,"42,788","26,141","7,316",4,971,"19,481","12,261",3,641,"15,063","9,598",1,315,"4,235","2,490",tt0117038,5.0,5.9,5.6,5.8,5.7,5.7,5.5,5.7,3.0,6.4,5.8,6.3
Mumbai Delhi Mumbai,5.7,354,239,21,0,55,152,34,0,51,141,28,0,4,9,6,tt4045666,-,6.1,5.6,5.5,-,6.2,5.7,5.3,-,5.5,4.0,7.2
Oh My God,7.9,"4,520",564,"1,949",3,812,"1,068",311,2,159,239,88,1,608,797,213,tt5189944,8.7,7.8,7.7,8.0,10.0,7.5,7.3,7.7,6.0,7.9,7.9,8.2
One by Two,3.9,745,547,80,0,138,421,42,0,124,364,33,0,13,55,8,tt2951576,-,4.0,3.9,3.8,-,4.0,3.8,3.7,-,5.8,4.2,4.8
Only,5.0,"3,391","1,767",577,0,195,"1,150",840,0,119,868,636,0,70,250,189,tt3984356,-,4.8,5.0,5.1,-,4.7,4.9,5.1,-,4.9,5.2,5.2
Penalty,5.5,846,407,14,0,89,260,20,0,85,246,17,0,0,8,2,tt10530392,-,5.9,5.1,5.3,-,5.8,5.1,5.1,-,-,3.9,7.5
Players,5.6,"62,957","44,101","8,300",2,"7,981","32,249","9,223",2,"6,260","27,035","7,816",0,"1,577","4,825","1,242",tt2364841,6.0,5.8,5.5,5.6,6.0,5.8,5.5,5.6,-,5.9,5.5,5.8
Pyaar Ka Punchnama 2,7.3,"14,932","9,396",587,3,"4,040","4,754",221,3,"3,797","4,456",183,0,202,270,34,tt4430136,5.0,7.7,7.0,5.9,5.0,7.7,7.1,6.0,-,6.9,6.1,4.7
Queen,8.2,"64,619","38,949","5,978",13,"14,618","24,291","1,950",7,"12,700","21,040","1,529",5,"1,798","3,076",391,tt3322420,6.7,8.4,8.1,7.0,7.7,8.5,8.1,6.9,5.5,8.4,8.2,7.5
Shaitan,7.3,"8,406","6,502",437,1,"1,402","4,933",314,1,"1,303","4,629",264,0,87,278,47,tt1836912,1.0,7.5,7.2,6.2,1.0,7.5,7.2,6.1,-,7.7,7.2,6.2
Special 26,8.1,"55,022","34,031","1,815",22,"12,283","18,913","1,313",20,"11,727","17,831","1,106",1,439,956,193,tt2377938,8.2,8.2,7.8,7.0,8.2,8.2,7.8,7.0,8.0,8.1,7.6,7.3
Tanu Weds Manu,6.8,"15,354","9,717","1,092",1,"3,115","6,526",460,1,"2,783","5,891",355,0,307,590,97,tt1694542,7.0,6.9,6.6,6.2,7.0,6.9,6.7,6.2,-,6.5,6.2,6.2
